name,district,section,community,area,orientation,layout,rent,unit_rent
整租·金地天悦湾 4室2厅 复式 东南/西北,龙华区,观澜,金地天悦湾,343.97,东南 西北,4室2厅4卫,13000.0,37.79
整租·华盛峰荟名庭 1室1厅 南,龙华区,观澜,华盛峰荟名庭,49.0,南,1室1厅1卫,3200.0,65.31
整租·东方凤雅台 2室1厅 东北,罗湖区,莲塘,东方凤雅台,56.71,东北,2室1厅1卫,4300.0,75.82
整租·万科东方尊峪 2室1厅 东南,罗湖区,莲塘,万科东方尊峪,88.0,东南,2室1厅1卫,6200.0,70.45
整租·仙湖山庄 2室2厅 东北,罗湖区,莲塘,仙湖山庄,93.0,东北,2室2厅1卫,6800.0,73.12
整租·桐景花园 2室2厅 北,罗湖区,莲塘,桐景花园,81.61,北,2室2厅1卫,4900.0,60.04
整租·万科东方尊峪 3室2厅 南/北,罗湖区,莲塘,万科东方尊峪,138.0,南 北,3室2厅2卫,8500.0,61.59
整租·四季御园 2室2厅 东南,罗湖区,莲塘,四季御园,70.0,东南,2室2厅1卫,7200.0,102.86
整租·天越翔园 2室2厅 南,罗湖区,莲塘,天越翔园,57.0,南,2室2厅1卫,4600.0,80.7
整租·仙湖枫景家园 1室1厅 北,罗湖区,莲塘,仙湖枫景家园,40.7,北,1室1厅1卫,3500.0,86.0
整租·祥和花园 3室2厅 东/东南/南,罗湖区,莲塘,祥和花园,97.0,东 东南 南,3室2厅2卫,5800.0,59.79
整租·鹏兴花园二期 2室1厅 北,罗湖区,莲塘,鹏兴花园二期,60.0,北,2室1厅1卫,5500.0,91.67
整租·御景天峦府 3室2厅 南,罗湖区,莲塘,御景天峦府,96.0,南,3室2厅2卫,8000.0,83.33
整租·名骏豪庭 1室1厅 南,罗湖区,莲塘,名骏豪庭,42.8,南,1室1厅1卫,3800.0,88.79
整租·莲馨家园 2室1厅 北,罗湖区,莲塘,莲馨家园,59.95,北,2室1厅1卫,5000.0,83.4
整租·城市东座 2室1厅 南,罗湖区,莲塘,城市东座,49.0,南,2室1厅1卫,4300.0,87.76
整租·翠榕花园 2室1厅 东南,罗湖区,莲塘,翠榕花园,68.0,东南,2室1厅1卫,4200.0,61.76
整租·金色年华家园 1室1厅 南,罗湖区,莲塘,金色年华家园,38.0,南,1室1厅1卫,4000.0,105.26
整租·中海怡瑞山居 3室2厅 南/东北,龙岗区,布吉石芽岭,中海怡瑞山居,84.0,南 东北,3室2厅1卫,4700.0,55.95
整租·中海怡瑞山居 2室2厅 北,龙岗区,布吉石芽岭,中海怡瑞山居,64.0,北,2室2厅1卫,3300.0,51.56
整租·半岛苑 3室2厅 东南,龙岗区,布吉石芽岭,半岛苑,84.94,东南,3室2厅1卫,3300.0,38.85
整租·宇宏健康花城 5室2厅 南,龙岗区,布吉石芽岭,宇宏健康花城,143.0,南,5室2厅3卫,11000.0,76.92
整租·半岛苑 2室2厅 东南/南,龙岗区,布吉石芽岭,半岛苑,78.7,东南 南,2室2厅1卫,3500.0,44.47
整租·中海怡瑞山居 2室2厅 南,龙岗区,布吉石芽岭,中海怡瑞山居,66.26,南,2室2厅1卫,3500.0,52.82
整租·鸿荣源尚峰 3室2厅 南,龙岗区,布吉石芽岭,鸿荣源尚峰,76.0,南,3室2厅1卫,6200.0,81.58
整租·半岛苑 2室2厅 东南,龙岗区,布吉石芽岭,半岛苑,68.0,东南,2室2厅1卫,4000.0,58.82
整租·半岛苑 4室2厅 东南/北,龙岗区,布吉石芽岭,半岛苑,112.0,东南 北,4室2厅2卫,5800.0,51.79
整租·慢城三期 4室2厅 南,龙岗区,布吉石芽岭,慢城三期,141.0,南,4室2厅2卫,7500.0,53.19
整租·龙园意境 5室2厅 南,龙岗区,布吉石芽岭,龙园意境,183.0,南,5室2厅3卫,18000.0,98.36
整租·龙园意境 4室2厅 南,龙岗区,布吉石芽岭,龙园意境,125.66,南,4室2厅2卫,6800.0,54.11
整租·龙园意境 4室2厅 南,龙岗区,布吉石芽岭,龙园意境,130.0,南,4室2厅2卫,6500.0,50.0
整租·龙园意境 4室1厅 东南,龙岗区,布吉石芽岭,龙园意境,136.85,东南,4室1厅2卫,7300.0,53.34
整租·龙园意境 4室2厅 东南,龙岗区,布吉石芽岭,龙园意境,168.0,东南,4室2厅2卫,18000.0,107.14
整租·龙园意境 5室2厅 南,龙岗区,布吉石芽岭,龙园意境,168.0,南,5室2厅3卫,12000.0,71.43
整租·龙园意境 1室1厅 东南,龙岗区,布吉石芽岭,龙园意境,25.8,东南,1室1厅1卫,3000.0,116.28
整租·鸿荣源尚峰 5室1厅 南,龙岗区,布吉石芽岭,鸿荣源尚峰,128.0,南,5室1厅3卫,9000.0,70.31
整租·华浩源B区 2室1厅 南,龙岗区,布吉石芽岭,华浩源B区,55.0,南,2室1厅1卫,3500.0,63.64
整租·华浩源四期景园 3室2厅 南,龙岗区,布吉石芽岭,华浩源四期景园,73.0,南,3室2厅1卫,5000.0,68.49
整租·半岛苑 2室1厅 东南,龙岗区,布吉石芽岭,半岛苑,66.0,东南,2室1厅1卫,4000.0,60.61
整租·鸿荣源尚峰 5室2厅 东南,龙岗区,布吉石芽岭,鸿荣源尚峰,113.56,东南,5室2厅2卫,10500.0,92.46
整租·鸿荣源尚峰 5室2厅 南,龙岗区,布吉石芽岭,鸿荣源尚峰,117.0,南,5室2厅2卫,9000.0,76.92
整租·中海怡瑞山居 2室2厅 南,龙岗区,布吉石芽岭,中海怡瑞山居,68.97,南,2室2厅1卫,3800.0,55.1
整租·中海怡瑞山居 2室2厅 南,龙岗区,布吉石芽岭,中海怡瑞山居,66.0,南,2室2厅1卫,3700.0,56.06
整租·慢城一期 3室2厅 南,龙岗区,布吉石芽岭,慢城一期,112.0,南,3室2厅2卫,6300.0,56.25
整租·慢城三期 4室2厅 东南,龙岗区,布吉石芽岭,慢城三期,88.88,东南,4室2厅2卫,5500.0,61.88
整租·观山大卫华庭 5室2厅 南/北,龙岗区,布吉石芽岭,观山大卫华庭,206.68,南 北,5室2厅4卫,10000.0,48.38
整租·龙园意境 5室2厅 南,龙岗区,布吉石芽岭,龙园意境,354.0,南,5室2厅5卫,36000.0,101.69
整租·盛合天宸家园 4室2厅 南,宝安区,航城,盛合天宸家园,137.0,南,4室2厅3卫,11000.0,80.29
整租·满京华云晓公馆 2室2厅 东南,宝安区,航城,满京华云晓公馆,83.53,东南,2室2厅1卫,5500.0,65.84
整租·领航城领尚华府 1室1厅 东北,宝安区,航城,领航城领尚华府,51.68,东北,1室1厅1卫,4300.0,83.2
整租·华苑 3室2厅 西南,宝安区,航城,华苑,75.0,西南,3室2厅1卫,4600.0,61.33
整租·领航城领尚华府 3室2厅 南,宝安区,航城,领航城领尚华府,89.0,南,3室2厅1卫,6200.0,69.66
整租·领航城领尚华府 1室1厅 南,宝安区,航城,领航城领尚华府,53.0,南,1室1厅1卫,4500.0,84.91
整租·天福华府 3室2厅 东南,宝安区,航城,天福华府,85.0,东南,3室2厅1卫,5500.0,64.71
整租·中信领航 3室2厅 南,宝安区,航城,中信领航,79.24,南,3室2厅1卫,5800.0,73.2
整租·领航城领尚华府 1室1厅 东北,宝安区,航城,领航城领尚华府,52.0,东北,1室1厅1卫,4350.0,83.65
整租·盛合天宸家园 3室2厅 东南,宝安区,航城,盛合天宸家园,92.65,东南,3室2厅2卫,7500.0,80.95
整租·中信领航 2室1厅 南,宝安区,航城,中信领航,49.0,南,2室1厅1卫,4600.0,93.88
整租·领航城领秀花园 3室2厅 东南,宝安区,航城,领航城领秀花园,82.0,东南,3室2厅1卫,5500.0,67.07
整租·中信领航 4室2厅 南/北,宝安区,航城,中信领航,89.0,南 北,4室2厅2卫,5600.0,62.92
整租·领航城·领誉 4室2厅 南,宝安区,航城,领航城·领誉,178.0,南,4室2厅3卫,13000.0,73.03
整租·中信领航 2室1厅 东南,宝安区,航城,中信领航,37.55,东南,2室1厅1卫,3200.0,85.22
整租·领航城领翔华府 3室2厅 东南,宝安区,航城,领航城领翔华府,85.0,东南,3室2厅1卫,6000.0,70.59
整租·天福华府 3室2厅 南/西南,宝安区,航城,天福华府,89.0,南 西南,3室2厅2卫,5800.0,65.17
整租·领航城领翔华府 3室2厅 东南/南,宝安区,航城,领航城领翔华府,85.0,东南 南,3室2厅1卫,6000.0,70.59
整租·中信领航 4室2厅 南,宝安区,航城,中信领航,89.0,南,4室2厅2卫,6200.0,69.66
整租·兴达华府 1室1厅 西南/西/西北,宝安区,航城,兴达华府,32.0,西南 西 西北,1室1厅1卫,2700.0,84.38
整租·华苑 2室1厅 东南,宝安区,航城,华苑,47.56,东南,2室1厅1卫,4400.0,92.51
整租·领航城领翔华府 3室2厅 南,宝安区,航城,领航城领翔华府,89.0,南,3室2厅1卫,5800.0,65.17
整租·趣园 1室0厅 西北,福田区,车公庙,趣园,52.0,西北,1室0厅1卫,6800.0,130.77
整租·嘉洲华苑 3室2厅 北,福田区,车公庙,嘉洲华苑,84.0,北,3室2厅1卫,6500.0,77.38
整租·泰安轩 1室0厅 北,福田区,车公庙,泰安轩,39.0,北,1室0厅1卫,4200.0,107.69
整租·泰安轩 1室1厅 北,福田区,车公庙,泰安轩,49.0,北,1室1厅1卫,5000.0,102.04
整租·润科华府 3室2厅 南,宝安区,曦城,润科华府,89.0,南,3室2厅2卫,5500.0,61.8
整租·万科都会四季花园 3室2厅 东南,宝安区,曦城,万科都会四季花园,94.0,东南,3室2厅2卫,9000.0,95.74
整租·尖岗山壹号花园 3室2厅 南,宝安区,曦城,尖岗山壹号花园,89.0,南,3室2厅2卫,9100.0,102.25
整租·万科都会四季花园 4室2厅 南,宝安区,曦城,万科都会四季花园,115.0,南,4室2厅2卫,9500.0,82.61
整租·越秀·和樾府 3室2厅 东南,宝安区,曦城,越秀·和樾府,115.0,东南,3室2厅2卫,9000.0,78.26
整租·尖岗山壹号花园 2室2厅 东南,宝安区,曦城,尖岗山壹号花园,77.29,东南,2室2厅1卫,7800.0,100.92
整租·万科都会四季花园 3室2厅 东南,宝安区,曦城,万科都会四季花园,77.45,东南,3室2厅1卫,7300.0,94.25
整租·万科未来之光 3室1厅 西北,宝安区,曦城,万科未来之光,80.0,西北,3室1厅2卫,7500.0,93.75
整租·万科未来之光 3室2厅 东,宝安区,曦城,万科未来之光,80.0,东,3室2厅2卫,6500.0,81.25
整租·越秀·和樾府 4室2厅 南,宝安区,曦城,越秀·和樾府,115.0,南,4室2厅2卫,8800.0,76.52
整租·万科未来之光 4室2厅 东南,宝安区,曦城,万科未来之光,97.0,东南,4室2厅2卫,8000.0,82.47
整租·阳光新干线家园 1室1厅 西北,罗湖区,春风路,阳光新干线家园,39.27,西北,1室1厅1卫,4100.0,104.41
整租·长丰苑 2室1厅 东南,罗湖区,春风路,长丰苑,68.0,东南,2室1厅1卫,5000.0,73.53
整租·云景豪园 1室1厅 南,罗湖区,春风路,云景豪园,46.87,南,1室1厅1卫,4500.0,96.01
整租·海丰苑大厦 3室2厅 复式 东南,罗湖区,春风路,海丰苑大厦,92.44,东南,3室2厅3卫,8000.0,86.54
整租·置地逸轩 1室1厅 北,罗湖区,春风路,置地逸轩,42.37,北,1室1厅1卫,5300.0,125.09
整租·凯悦华庭 1室1厅 东南,罗湖区,春风路,凯悦华庭,47.0,东南,1室1厅1卫,4600.0,97.87
整租·凯悦华庭 2室1厅 南,罗湖区,春风路,凯悦华庭,68.0,南,2室1厅1卫,4800.0,70.59
整租·钻石时代 1室0厅 南,罗湖区,春风路,钻石时代,27.0,南,1室0厅1卫,3000.0,111.11
整租·长丰苑 1室0厅 东,罗湖区,春风路,长丰苑,48.0,东,1室0厅1卫,3680.0,76.67
整租·国际名园 1室1厅 南,罗湖区,春风路,国际名园,45.0,南,1室1厅1卫,4600.0,102.22
整租·金鼎大厦 1室1厅 东南,罗湖区,春风路,金鼎大厦,52.0,东南,1室1厅1卫,4800.0,92.31
整租·金色都汇 2室1厅 西,罗湖区,春风路,金色都汇,67.0,西,2室1厅1卫,5600.0,83.58
整租·长丰苑 1室1厅 南,罗湖区,春风路,长丰苑,40.0,南,1室1厅1卫,4300.0,107.5
整租·国际名园 1室1厅 东南,罗湖区,春风路,国际名园,49.0,东南,1室1厅1卫,4800.0,97.96
整租·高嘉花园 2室1厅 南,罗湖区,春风路,高嘉花园,100.0,南,2室1厅1卫,4800.0,48.0
整租·国城花园 1室1厅 北,福田区,百花,国城花园,44.0,北,1室1厅1卫,4500.0,102.27
整租·核电花园 2室2厅 东南,福田区,百花,核电花园,81.34,东南,2室2厅1卫,8500.0,104.5
整租·长城花园 3室1厅 南,福田区,百花,长城花园,88.0,南,3室1厅2卫,7800.0,88.64
整租·国城花园 1室0厅 北,福田区,百花,国城花园,44.0,北,1室0厅1卫,4800.0,109.09
整租·南天一花园 3室2厅 南,福田区,百花,南天一花园,107.0,南,3室2厅1卫,9500.0,88.79
整租·百花公寓一期 3室2厅 西北,福田区,百花,百花公寓一期,107.0,西北,3室2厅1卫,11000.0,102.8
整租·核电花园 2室2厅 东南,福田区,百花,核电花园,82.0,东南,2室2厅1卫,8800.0,107.32
整租·长城二花园 2室2厅 南,福田区,百花,长城二花园,81.52,南,2室2厅1卫,7300.0,89.55
整租·长城花园 2室2厅 南/北,福田区,百花,长城花园,85.0,南 北,2室2厅1卫,8500.0,100.0
整租·百花园一期 1室1厅 南/北,福田区,百花,百花园一期,53.0,南 北,1室1厅1卫,5200.0,98.11
整租·长城二花园 3室2厅 南/北,福田区,百花,长城二花园,110.0,南 北,3室2厅1卫,8800.0,80.0
整租·南天一花园 3室1厅 南,福田区,百花,南天一花园,107.0,南,3室1厅1卫,12500.0,116.82
整租·长乐花园 2室1厅 北,福田区,百花,长乐花园,90.9,北,2室1厅1卫,7600.0,83.61
整租·长安花园 3室2厅 东南,福田区,百花,长安花园,103.0,东南,3室2厅2卫,9000.0,87.38
整租·百花园二期 2室1厅 东南,福田区,百花,百花园二期,92.0,东南,2室1厅1卫,12000.0,130.43
整租·长城三花园 3室2厅 东,福田区,百花,长城三花园,127.0,东,3室2厅1卫,15000.0,118.11
整租·长怡花园 3室2厅 南,福田区,百花,长怡花园,123.76,南,3室2厅2卫,12000.0,96.96
整租·长城花园 2室2厅 东南,福田区,百花,长城花园,85.0,东南,2室2厅1卫,6800.0,80.0
整租·长城花园 2室1厅 南/北,福田区,百花,长城花园,87.0,南 北,2室1厅1卫,6800.0,78.16
整租·长乐花园 2室2厅 南,福田区,百花,长乐花园,90.9,南,2室2厅1卫,8500.0,93.51
整租·南天一花园 2室1厅 复式 南,福田区,百花,南天一花园,87.0,南,2室1厅1卫,7000.0,80.46
整租·南天一花园 2室1厅 南,福田区,百花,南天一花园,87.0,南,2室1厅1卫,7500.0,86.21
整租·国城花园 4室2厅 东/北,福田区,百花,国城花园,127.82,东 北,4室2厅2卫,18500.0,144.73
整租·熙璟城 3室1厅 东,龙岗区,平湖,熙璟城,84.0,东,3室1厅1卫,4500.0,53.57
整租·同创新作 1室1厅 南,龙岗区,平湖,同创新作,39.0,南,1室1厅1卫,2600.0,66.67
整租·卓越星源 3室2厅 南,龙岗区,平湖,卓越星源,91.0,南,3室2厅1卫,5000.0,54.95
整租·平吉上苑 3室2厅 南,龙岗区,平湖,平吉上苑,88.0,南,3室2厅1卫,5500.0,62.5
整租·佳兆业茗萃园二期 2室1厅 东南,龙岗区,平湖,佳兆业茗萃园二期,68.0,东南,2室1厅1卫,3300.0,48.53
整租·熙璟城 3室2厅 南,龙岗区,平湖,熙璟城,88.0,南,3室2厅2卫,4600.0,52.27
整租·佳兆业君汇公馆 3室2厅 南,龙岗区,平湖,佳兆业君汇公馆,92.0,南,3室2厅1卫,4700.0,51.09
整租·华侨城四海锦园 2室1厅 东南,龙岗区,平湖,华侨城四海锦园,88.23,东南,2室1厅2卫,5600.0,63.47
整租·熙璟城 4室2厅 东南,龙岗区,平湖,熙璟城,114.0,东南,4室2厅2卫,6600.0,57.89
整租·花半里欣悦广场 2室1厅 西南,龙岗区,平湖,花半里欣悦广场,62.0,西南,2室1厅1卫,3500.0,56.45
整租·金众麒麟公馆 4室2厅 南/北,南山区,大学城,金众麒麟公馆,177.0,南 北,4室2厅3卫,26000.0,146.89
整租·京基御景峯 3室1厅 西北,南山区,大学城,京基御景峯,90.0,西北,3室1厅1卫,7700.0,85.56
整租·京基御景峯 3室2厅 东北,南山区,大学城,京基御景峯,116.0,东北,3室2厅2卫,10000.0,86.21
整租·京基御景峯 3室3厅 南,南山区,大学城,京基御景峯,116.0,南,3室3厅2卫,9500.0,81.9
整租·水木丹华 3室2厅 南,南山区,大学城,水木丹华,89.0,南,3室2厅2卫,7600.0,85.39
整租·塘朗城 1室0厅 北,南山区,大学城,塘朗城,34.03,北,1室0厅1卫,5000.0,146.93
整租·远洋天著华府 2室2厅 东南,南山区,大学城,远洋天著华府,100.0,东南,2室2厅2卫,11200.0,112.0
整租·京基御景峯 2室1厅 西北,南山区,大学城,京基御景峯,60.0,西北,2室1厅1卫,6000.0,100.0
整租·京基御景峯 2室1厅 西北/北,南山区,大学城,京基御景峯,60.0,西北 北,2室1厅1卫,5800.0,96.67
整租·华晖云门 4室2厅 东,南山区,大学城,华晖云门,126.0,东,4室2厅2卫,12500.0,99.21
整租·天悦湾花园 4室2厅 西南,南山区,大学城,天悦湾花园,89.0,西南,4室2厅2卫,9120.0,102.47
整租·京基御景峯 2室2厅 西北/北,南山区,大学城,京基御景峯,60.0,西北 北,2室2厅1卫,6000.0,100.0
整租·塘朗城 2室2厅 南/西南,南山区,大学城,塘朗城,62.0,南 西南,2室2厅1卫,7500.0,120.97
整租·远洋天著华府 4室2厅 南,南山区,大学城,远洋天著华府,106.0,南,4室2厅2卫,12000.0,113.21
整租·深铁阅山境花园 3室2厅 南,南山区,大学城,深铁阅山境花园,103.0,南,3室2厅2卫,10000.0,97.09
整租·京基御景峯 1室1厅 东南,南山区,大学城,京基御景峯,40.0,东南,1室1厅1卫,4500.0,112.5
整租·塘朗城广场东区 3室2厅 南,南山区,大学城,塘朗城广场东区,114.0,南,3室2厅2卫,11000.0,96.49
整租·西湖林语 2室1厅 南,南山区,大学城,西湖林语,72.0,南,2室1厅1卫,7400.0,102.78
整租·承翰陶柏莉 3室2厅 南,大鹏新区,大鹏半岛,承翰陶柏莉,72.67,南,3室2厅1卫,2500.0,34.4
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 西南,大鹏新区,大鹏半岛,卓越蔚蓝铂樾府（普通住宅）,95.0,西南,3室2厅2卫,3600.0,37.89
整租·海语山林 3室2厅 南,大鹏新区,大鹏半岛,海语山林,124.0,南,3室2厅2卫,3500.0,28.23
整租·海语山林 2室2厅 南,大鹏新区,大鹏半岛,海语山林,78.0,南,2室2厅1卫,2800.0,35.9
整租·花样年家天下 4室2厅 南,大鹏新区,大鹏半岛,花样年家天下,112.09,南,4室2厅2卫,3700.0,33.01
整租·花样年家天下 4室2厅 南,大鹏新区,大鹏半岛,花样年家天下,116.88,南,4室2厅2卫,4500.0,38.5
整租·承翰半山海 1室1厅 南,大鹏新区,大鹏半岛,承翰半山海,36.35,南,1室1厅1卫,1800.0,49.52
整租·承翰半山海 1室1厅 东南/南,大鹏新区,大鹏半岛,承翰半山海,37.0,东南 南,1室1厅1卫,1700.0,45.95
整租·三科麓湾 3室2厅 复式 南,大鹏新区,大鹏半岛,三科麓湾,76.0,南,3室2厅1卫,3500.0,46.05
整租·花样年家天下 4室2厅 东南,大鹏新区,大鹏半岛,花样年家天下,109.7,东南,4室2厅2卫,5000.0,45.58
整租·承翰陶柏莉 4室2厅 南,大鹏新区,大鹏半岛,承翰陶柏莉,88.45,南,4室2厅2卫,3600.0,40.7
整租·金众云山栖 3室2厅 南,大鹏新区,大鹏半岛,金众云山栖,83.0,南,3室2厅1卫,3200.0,38.55
整租·招商东岸 3室2厅 南/北,大鹏新区,大鹏半岛,招商东岸,93.5,南 北,3室2厅2卫,3500.0,37.43
整租·海语山林 2室2厅 南,大鹏新区,大鹏半岛,海语山林,70.25,南,2室2厅1卫,2800.0,39.86
整租·承翰半山海 1室1厅 南,大鹏新区,大鹏半岛,承翰半山海,36.0,南,1室1厅1卫,1800.0,50.0
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 西南,大鹏新区,大鹏半岛,卓越蔚蓝铂樾府（普通住宅）,85.51,西南,3室2厅1卫,2200.0,25.73
整租·金众云山栖 2室2厅 南,大鹏新区,大鹏半岛,金众云山栖,61.68,南,2室2厅1卫,2600.0,42.15
整租·花样年家天下 4室2厅 南,大鹏新区,大鹏半岛,花样年家天下,111.47,南,4室2厅2卫,4000.0,35.88
整租·承翰半山海 3室2厅 跃层 南/北,大鹏新区,大鹏半岛,承翰半山海,86.0,南 北,3室2厅2卫,4000.0,46.51
整租·承翰半山海 3室2厅 跃层 南,大鹏新区,大鹏半岛,承翰半山海,79.0,南,3室2厅2卫,3000.0,37.97
整租·承翰半山海 1室1厅 东南,大鹏新区,大鹏半岛,承翰半山海,37.0,东南,1室1厅1卫,1900.0,51.35
整租·花样年家天下 3室2厅 东南,大鹏新区,大鹏半岛,花样年家天下,94.0,东南,3室2厅2卫,3600.0,38.3
整租·KPR佳兆业广场 3室2厅 南,大鹏新区,大鹏半岛,KPR佳兆业广场,79.0,南,3室2厅1卫,3200.0,40.51
整租·金众云山栖 3室2厅 南,大鹏新区,大鹏半岛,金众云山栖,82.58,南,3室2厅1卫,3400.0,41.17
整租·花样年家天下 3室2厅 东南,大鹏新区,大鹏半岛,花样年家天下,95.0,东南,3室2厅2卫,3500.0,36.84
整租·承翰半山海 1室1厅 西北,大鹏新区,大鹏半岛,承翰半山海,36.0,西北,1室1厅1卫,1800.0,50.0
整租·承翰半山海 3室2厅 跃层 南,大鹏新区,大鹏半岛,承翰半山海,89.0,南,3室2厅2卫,4500.0,50.56
整租·金众云山栖 3室2厅 西北,大鹏新区,大鹏半岛,金众云山栖,65.0,西北,3室2厅1卫,3000.0,46.15
整租·金众云山栖 2室2厅 南,大鹏新区,大鹏半岛,金众云山栖,61.0,南,2室2厅1卫,2600.0,42.62
整租·KPR佳兆业广场 1室1厅 东南,大鹏新区,大鹏半岛,KPR佳兆业广场,57.0,东南,1室1厅1卫,2300.0,40.35
整租·幸福家园 4室2厅 南,福田区,香梅北,幸福家园,133.2,南,4室2厅2卫,14600.0,109.61
整租·景尚雅苑 1室1厅 南,福田区,香梅北,景尚雅苑,38.0,南,1室1厅1卫,5000.0,131.58
整租·特发小区 3室2厅 南,福田区,香梅北,特发小区,88.0,南,3室2厅1卫,8500.0,96.59
整租·景蜜村 3室2厅 南,福田区,香梅北,景蜜村,89.0,南,3室2厅1卫,6800.0,76.4
整租·七街公馆 2室2厅 北,福田区,香梅北,七街公馆,60.0,北,2室2厅1卫,6200.0,103.33
整租·深房传麒景苑 1室0厅 北,福田区,香梅北,深房传麒景苑,27.0,北,1室0厅1卫,3800.0,140.74
整租·七街公馆 1室1厅 北,福田区,香梅北,七街公馆,44.0,北,1室1厅1卫,5500.0,125.0
整租·特发小区 4室2厅 南/北,福田区,香梅北,特发小区,92.55,南 北,4室2厅2卫,8300.0,89.68
整租·七街公馆 1室1厅 西,福田区,香梅北,七街公馆,43.56,西,1室1厅1卫,5000.0,114.78
整租·七街公馆 1室1厅 西,福田区,香梅北,七街公馆,42.0,西,1室1厅1卫,5000.0,119.05
整租·七街公馆 1室1厅 东,福田区,香梅北,七街公馆,42.54,东,1室1厅1卫,5200.0,122.24
整租·湖景花园 2室1厅 西南,罗湖区,洪湖,湖景花园,84.0,西南,2室1厅1卫,6000.0,71.43
整租·碧湖花园 3室2厅 西南,罗湖区,洪湖,碧湖花园,107.0,西南,3室2厅1卫,7000.0,65.42
整租·碧湖花园 3室2厅 西南,罗湖区,洪湖,碧湖花园,97.44,西南,3室2厅1卫,5500.0,56.44
整租·翠盈嘉园 2室2厅 北/东北,罗湖区,洪湖,翠盈嘉园,59.0,北 东北,2室2厅1卫,5000.0,84.75
整租·洪湖花园 3室2厅 南,罗湖区,洪湖,洪湖花园,94.0,南,3室2厅1卫,5800.0,61.7
整租·邮电大院 3室1厅 南,罗湖区,洪湖,邮电大院,89.0,南,3室1厅1卫,5500.0,61.8
整租·碧水园 3室2厅 南,罗湖区,洪湖,碧水园,89.0,南,3室2厅1卫,5500.0,61.8
