name,district,section,community,area,orientation,layout,rent,unit_rent
整租·天锦园小区 2室1厅 南,宝坻,海滨,天锦园小区,86.0,南,2室1厅1卫,1200.0,13.95
整租·剑桥郡博睿园  2室2厅 南/北,宝坻,海滨,剑桥郡博睿园,88.0,南 北,2室2厅1卫,891.0,10.12
整租·天泰园 2室1厅 南/北,宝坻,海滨,天泰园,95.0,南 北,2室1厅1卫,850.0,8.95
整租·剑桥郡博睿园  2室1厅 南,宝坻,海滨,剑桥郡博睿园,77.8,南,2室1厅1卫,1000.0,12.85
整租·天锦园小区 2室1厅 南,宝坻,海滨,天锦园小区,88.0,南,2室1厅1卫,900.0,10.23
整租·龙第世家花园 2室1厅 南,宝坻,海滨,龙第世家花园,96.0,南,2室1厅1卫,750.0,7.81
整租·天锦园小区 1室1厅 东,宝坻,海滨,天锦园小区,55.74,东,1室1厅1卫,1000.0,17.94
整租·天锦园小区 2室1厅 南,宝坻,海滨,天锦园小区,82.0,南,2室1厅1卫,1000.0,12.2
整租·剑桥郡博睿园  2室1厅 南,宝坻,海滨,剑桥郡博睿园,78.0,南,2室1厅1卫,950.0,12.18
整租·天宝福苑 2室1厅 南,宝坻,海滨,天宝福苑,90.79,南,2室1厅1卫,1100.0,12.12
整租·天宝福苑 2室2厅 南/北,宝坻,海滨,天宝福苑,97.7,南 北,2室2厅2卫,900.0,9.21
整租·天泰园 1室1厅 南,宝坻,海滨,天泰园,70.0,南,1室1厅1卫,600.0,8.57
整租·龙第世家花园 2室1厅 跃层 南/北,宝坻,海滨,龙第世家花园,70.0,南 北,2室1厅1卫,500.0,7.14
整租·天宝福苑 2室1厅 南,宝坻,海滨,天宝福苑,79.44,南,2室1厅1卫,900.0,11.33
整租·天馨家園 3室2厅 南/北,宝坻,海滨,天馨家園,160.0,南 北,3室2厅2卫,2500.0,15.62
整租·天泰园 2室1厅 南/北,宝坻,海滨,天泰园,90.0,南 北,2室1厅1卫,800.0,8.89
整租·天锦园小区 2室2厅 南,宝坻,海滨,天锦园小区,78.0,南,2室2厅1卫,1200.0,15.38
整租·和远领居 2室1厅 南/北,宝坻,海滨,和远领居,86.91,南 北,2室1厅1卫,800.0,9.2
整租·天宝福苑 4室2厅 南/北,宝坻,海滨,天宝福苑,140.0,南 北,4室2厅2卫,500.0,3.57
整租·阳光城博智园 2室2厅 南/北,宝坻,海滨,阳光城博智园,89.0,南 北,2室2厅1卫,500.0,5.62
整租·宝境栖园 2室2厅 南,宝坻,海滨,宝境栖园,88.49,南,2室2厅1卫,600.0,6.78
整租·天锦园小区 2室1厅 南/北,宝坻,海滨,天锦园小区,82.0,南 北,2室1厅1卫,1100.0,13.41
整租·阳光城博智园 2室1厅 南/北,宝坻,海滨,阳光城博智园,88.0,南 北,2室1厅1卫,900.0,10.23
整租·阳光城博智园 2室1厅 南/北,宝坻,海滨,阳光城博智园,86.82,南 北,2室1厅1卫,800.0,9.21
整租·宝境栖园 2室2厅 南/北,宝坻,海滨,宝境栖园,94.0,南 北,2室2厅1卫,650.0,6.91
整租·军秀园 2室1厅 南,东丽,军粮城,军秀园,90.0,南,2室1厅1卫,1300.0,14.44
整租·军丽园 2室1厅 南,东丽,军粮城,军丽园,61.0,南,2室1厅1卫,1100.0,18.03
整租·军秀园 2室1厅 南,东丽,军粮城,军秀园,90.0,南,2室1厅1卫,1000.0,11.11
整租·秋棠轩 2室1厅 南,东丽,军粮城,秋棠轩,60.0,南,2室1厅1卫,925.0,15.42
整租·军丽园 2室2厅 南,东丽,军粮城,军丽园,91.0,南,2室2厅1卫,1000.0,10.99
整租·军丽园 2室1厅 南/北,东丽,军粮城,军丽园,60.0,南 北,2室1厅1卫,850.0,14.17
整租·军瑞园 2室1厅 南,东丽,军粮城,军瑞园,80.0,南,2室1厅1卫,1100.0,13.75
整租·军宏园 1室1厅 南,东丽,军粮城,军宏园,60.0,南,1室1厅1卫,900.0,15.0
整租·军宏园 2室1厅 南,东丽,军粮城,军宏园,90.0,南,2室1厅1卫,1300.0,14.44
整租·军宏园 2室1厅 南/北,东丽,军粮城,军宏园,90.0,南 北,2室1厅1卫,1200.0,13.33
整租·裕岭嘉园 1室1厅 南,东丽,军粮城,裕岭嘉园,45.0,南,1室1厅1卫,800.0,17.78
整租·裕岭嘉园 1室1厅 南,东丽,军粮城,裕岭嘉园,33.0,南,1室1厅1卫,800.0,24.24
整租·裕岭嘉园 1室0厅 南,东丽,军粮城,裕岭嘉园,45.0,南,1室0厅1卫,800.0,17.78
整租·天津汇悦城 4室2厅 南,东丽,军粮城,天津汇悦城,118.84,南,4室2厅2卫,1800.0,15.15
整租·军宏园 2室1厅 南,东丽,军粮城,军宏园,90.0,南,2室1厅1卫,1200.0,13.33
整租·和顺家园一区 1室1厅 南,东丽,军粮城,和顺家园一区,46.0,南,1室1厅1卫,1100.0,23.91
整租·裕岭嘉园 1室0厅 南,东丽,军粮城,裕岭嘉园,33.0,南,1室0厅1卫,750.0,22.73
整租·和顺家园一区 1室1厅 南,东丽,军粮城,和顺家园一区,33.65,南,1室1厅1卫,1100.0,32.69
整租·军秀园 1室1厅 南,东丽,军粮城,军秀园,60.0,南,1室1厅1卫,1100.0,18.33
整租·裕岭嘉园 1室1厅 南,东丽,军粮城,裕岭嘉园,47.0,南,1室1厅1卫,800.0,17.02
整租·军瑞园 2室1厅 南,东丽,军粮城,军瑞园,90.0,南,2室1厅1卫,1100.0,12.22
整租·天津汇悦城 3室2厅 南,东丽,军粮城,天津汇悦城,104.28,南,3室2厅2卫,1600.0,15.34
整租·实地蔷薇国际 3室1厅 南/北,东丽,军粮城,实地蔷薇国际,110.0,南 北,3室1厅2卫,2000.0,18.18
整租·裕岭嘉园 1室0厅 南,东丽,军粮城,裕岭嘉园,46.3,南,1室0厅1卫,906.0,19.57
整租·津门里 2室1厅 南/北,东丽,张贵庄,津门里,65.0,南 北,2室1厅1卫,1600.0,24.62
整租·詹滨里 2室1厅 南/北,东丽,张贵庄,詹滨里,75.0,南 北,2室1厅1卫,2880.0,38.4
整租·詹滨里 1室1厅 南,东丽,张贵庄,詹滨里,32.94,南,1室1厅1卫,900.0,27.32
整租·福山里 2室1厅 南,东丽,张贵庄,福山里,62.0,南,2室1厅1卫,1200.0,19.35
整租·詹滨西里 3室1厅 南/北,东丽,张贵庄,詹滨西里,107.28,南 北,3室1厅1卫,1850.0,17.24
整租·振华东里 1室1厅 南,东丽,张贵庄,振华东里,55.0,南,1室1厅1卫,850.0,15.45
整租·津门里 1室1厅 南,东丽,张贵庄,津门里,55.36,南,1室1厅1卫,1300.0,23.48
整租·五纸楼 1室1厅 南/北,东丽,张贵庄,五纸楼,40.0,南 北,1室1厅1卫,1100.0,27.5
整租·新世嘉大厦 1室1厅 东,东丽,张贵庄,新世嘉大厦,56.3,东,1室1厅1卫,2000.0,35.52
整租·津门里 3室1厅 南/北,东丽,张贵庄,津门里,121.01,南 北,3室1厅2卫,2500.0,20.66
整租·永平巷 2室1厅 南/北,东丽,张贵庄,永平巷,59.02,南 北,2室1厅1卫,1100.0,18.64
整租·福阳街 1室1厅 南/北,东丽,张贵庄,福阳街,41.0,南 北,1室1厅1卫,1100.0,26.83
整租·华亭里(东丽区) 2室1厅 南,东丽,张贵庄,华亭里(东丽区),78.85,南,2室1厅1卫,1500.0,19.02
整租·詹滨里 1室1厅 南,东丽,张贵庄,詹滨里,35.3,南,1室1厅1卫,1600.0,45.33
整租·福山北里 2室1厅 南,东丽,张贵庄,福山北里,60.0,南,2室1厅1卫,1300.0,21.67
整租·福山里 1室1厅 南,东丽,张贵庄,福山里,33.8,南,1室1厅1卫,850.0,25.15
整租·先登里 1室1厅 东,河西,柳林街,先登里,47.0,东,1室1厅1卫,1650.0,35.11
整租·天山里 2室1厅 南,河西,柳林街,天山里,58.0,南,2室1厅1卫,1500.0,25.86
整租·园丁公寓 2室1厅 南/北,河西,柳林街,园丁公寓,58.0,南 北,2室1厅1卫,1900.0,32.76
整租·双山里 2室1厅 南,河西,柳林街,双山里,61.0,南,2室1厅1卫,1800.0,29.51
整租·恒山里 1室1厅 南,河西,柳林街,恒山里,22.03,南,1室1厅1卫,1100.0,49.93
整租·贺福里 2室1厅 东/西/东北,河西,柳林街,贺福里,45.15,东 西 东北,2室1厅1卫,1800.0,39.87
整租·南海里 1室1厅 南,河西,柳林街,南海里,25.0,南,1室1厅1卫,1200.0,48.0
整租·景致里 1室1厅 南/北,河西,柳林街,景致里,40.0,南 北,1室1厅1卫,1200.0,30.0
整租·南海里 1室1厅 南,河西,柳林街,南海里,14.1,南,1室1厅1卫,1000.0,70.92
整租·园丁公寓 1室1厅 南,河西,柳林街,园丁公寓,46.38,南,1室1厅1卫,1800.0,38.81
整租·云山里 1室1厅 南,河西,柳林街,云山里,41.1,南,1室1厅1卫,1458.0,35.47
整租·景致里 1室1厅 东,河西,柳林街,景致里,125.0,东,1室1厅1卫,12999.0,103.99
整租·八七楼 1室1厅 南/北,河西,柳林街,八七楼,26.55,南 北,1室1厅1卫,1460.0,54.99
整租·谦福里 2室1厅 南/北,河西,柳林街,谦福里,71.06,南 北,2室1厅1卫,1800.0,25.33
整租·景致里 1室1厅 南,河西,柳林街,景致里,29.0,南,1室1厅1卫,1400.0,48.28
整租·百货楼 1室0厅 南,河西,柳林街,百货楼,22.0,南,1室0厅0卫,1000.0,45.45
整租·万科滨海大都会观雅轩 3室2厅 南/北,滨海新区,于家堡,万科滨海大都会观雅轩,114.0,南 北,3室2厅2卫,4200.0,36.84
整租·万科滨海大都会观景轩 2室1厅 南,滨海新区,于家堡,万科滨海大都会观景轩,88.0,南,2室1厅1卫,3000.0,34.09
整租·万海华府北苑 2室1厅 南/北,滨海新区,于家堡,万海华府北苑,89.15,南 北,2室1厅1卫,2700.0,30.29
整租·万海华府北苑 3室1厅 南/北,滨海新区,于家堡,万海华府北苑,89.0,南 北,3室1厅1卫,2500.0,28.09
整租·紫宸雅苑 3室2厅 南,滨海新区,于家堡,紫宸雅苑,93.0,南,3室2厅1卫,3200.0,34.41
整租·新港雅苑 2室1厅 南/北,滨海新区,于家堡,新港雅苑,91.0,南 北,2室1厅1卫,2500.0,27.47
整租·万海华府南苑 3室2厅 南,滨海新区,于家堡,万海华府南苑,130.0,南,3室2厅2卫,3400.0,26.15
整租·岳阳里(塘沽区) 2室1厅 南/北,滨海新区,于家堡,岳阳里(塘沽区),103.0,南 北,2室1厅1卫,2300.0,22.33
整租·岳阳里(塘沽区) 2室1厅 南,滨海新区,于家堡,岳阳里(塘沽区),90.0,南,2室1厅1卫,2450.0,27.22
整租·天晖苑 3室1厅 南/北,滨海新区,于家堡,天晖苑,108.0,南 北,3室1厅2卫,3200.0,29.63
整租·天晖苑 3室2厅 南,滨海新区,于家堡,天晖苑,108.31,南,3室2厅2卫,3500.0,32.31
整租·万海华府南苑 3室2厅 南/北,滨海新区,于家堡,万海华府南苑,128.0,南 北,3室2厅2卫,2800.0,21.88
整租·万科滨海大都会观景轩 2室2厅 南/北,滨海新区,于家堡,万科滨海大都会观景轩,88.84,南 北,2室2厅1卫,3100.0,34.89
整租·万科滨海大都会观涛苑 2室2厅 南/北,滨海新区,于家堡,万科滨海大都会观涛苑,88.0,南 北,2室2厅1卫,2700.0,30.68
整租·岳阳里(塘沽区) 2室1厅 南/北,滨海新区,于家堡,岳阳里(塘沽区),96.0,南 北,2室1厅1卫,2400.0,25.0
整租·天晖苑 3室2厅 南,滨海新区,于家堡,天晖苑,98.0,南,3室2厅1卫,3600.0,36.73
整租·天音苑 2室1厅 南/北,滨海新区,于家堡,天音苑,88.0,南 北,2室1厅1卫,2700.0,30.68
整租·天晖苑 1室0厅 南/北,滨海新区,于家堡,天晖苑,50.0,南 北,1室0厅0卫,6000.0,120.0
整租·万海华府北苑 3室2厅 南/北,滨海新区,于家堡,万海华府北苑,127.0,南 北,3室2厅2卫,2500.0,19.69
整租·曲阜道 2室1厅 南/西,和平,小白楼,曲阜道,57.0,南 西,2室1厅1卫,3700.0,64.91
整租·台儿庄路（和平区） 2室1厅 西北/北,和平,小白楼,台儿庄路（和平区）,74.0,西北 北,2室1厅1卫,3200.0,43.24
整租·承德道 2室1厅 南,和平,小白楼,承德道,62.16,南,2室1厅1卫,2300.0,37.0
整租·新华路(劝业场) 3室1厅 东南,和平,小白楼,新华路(劝业场),75.0,东南,3室1厅1卫,3500.0,46.67
整租·泰安道五大院 3室2厅 复式 东/南/西,和平,小白楼,泰安道五大院,493.25,东 南 西,3室2厅3卫,50000.0,101.37
整租·环球金融中心 3室0厅 西南,和平,小白楼,环球金融中心,272.0,西南,3室0厅0卫,10000.0,36.76
整租·南京路(和平区) 1室1厅 东,和平,小白楼,南京路(和平区),26.0,东,1室1厅1卫,2200.0,84.62
整租·京津国际中心 1室1厅 南,和平,小白楼,京津国际中心,181.0,南,1室1厅0卫,12480.0,68.95
整租·京津国际中心 2室1厅 东,和平,小白楼,京津国际中心,228.0,东,2室1厅0卫,15800.0,69.3
整租·南京路(和平区) 2室1厅 南,和平,小白楼,南京路(和平区),41.0,南,2室1厅1卫,8000.0,195.12
整租·京津国际中心 2室1厅 南,和平,小白楼,京津国际中心,136.0,南,2室1厅0卫,10000.0,73.53
整租·京津国际中心 1室1厅 南,和平,小白楼,京津国际中心,210.0,南,1室1厅0卫,14490.0,69.0
整租·招商津湾天玺 4室2厅 南,和平,小白楼,招商津湾天玺,344.24,南,4室2厅4卫,30000.0,87.15
整租·台儿庄路（和平区） 1室1厅 东北,和平,小白楼,台儿庄路（和平区）,50.0,东北,1室1厅1卫,6000.0,120.0
整租·台儿庄路（和平区） 1室1厅 西南,和平,小白楼,台儿庄路（和平区）,73.0,西南,1室1厅1卫,8700.0,119.18
整租·港湾中心 2室1厅 南,和平,小白楼,港湾中心,80.0,南,2室1厅1卫,4300.0,53.75
整租·泰安道五大院 1室1厅 东,和平,小白楼,泰安道五大院,92.19,东,1室1厅1卫,11000.0,119.32
整租·新华大厦 3室2厅 南/北,和平,小白楼,新华大厦,209.0,南 北,3室2厅1卫,8600.0,41.15
整租·大同道 2室1厅 南,和平,小白楼,大同道,50.0,南,2室1厅1卫,2380.0,47.6
整租·青岛道 1室0厅 南,和平,小白楼,青岛道,31.29,南,1室0厅1卫,900.0,28.76
整租·港湾中心 1室0厅 南,和平,小白楼,港湾中心,206.0,南,1室0厅1卫,10500.0,50.97
整租·环球金融中心 4室0厅 东南,和平,小白楼,环球金融中心,257.77,东南,4室0厅0卫,9400.0,36.47
整租·天增里 1室0厅 东南,和平,小白楼,天增里,27.92,东南,1室0厅1卫,1200.0,42.98
整租·贵都大厦 1室0厅 南/北,和平,小白楼,贵都大厦,33.99,南 北,1室0厅1卫,4800.0,141.22
整租·香江健康小镇康乃馨园 2室1厅 南/北,宝坻,京津新城,香江健康小镇康乃馨园,90.0,南 北,2室1厅1卫,800.0,8.89
整租·香江健康小镇玫瑰园 2室2厅 南/北,宝坻,京津新城,香江健康小镇玫瑰园,89.0,南 北,2室2厅1卫,700.0,7.87
整租·水岸城春华园 4室1厅 南/北,宝坻,京津新城,水岸城春华园,192.01,南 北,4室1厅3卫,800.0,4.17
整租·嵘园 1室1厅 南/北,宝坻,京津新城,嵘园,78.0,南 北,1室1厅1卫,500.0,6.41
整租·香江健康小镇丹桂园 1室1厅 南,宝坻,京津新城,香江健康小镇丹桂园,48.0,南,1室1厅1卫,700.0,14.58
整租·恒大花溪小镇 2室1厅 南,宝坻,京津新城,恒大花溪小镇,86.98,南,2室1厅1卫,900.0,10.35
整租·恒大花溪小镇 2室2厅 南,宝坻,京津新城,恒大花溪小镇,94.83,南,2室2厅1卫,630.0,6.64
整租·实地·海棠雅著 2室1厅 南/北,宝坻,京津新城,实地·海棠雅著,75.12,南 北,2室1厅1卫,800.0,10.65
整租·恒大花溪小镇 1室1厅 南,宝坻,京津新城,恒大花溪小镇,84.0,南,1室1厅1卫,600.0,7.14
整租·鸿坤原乡小镇 3室1厅 南/北,宝坻,京津新城,鸿坤原乡小镇,96.0,南 北,3室1厅1卫,600.0,6.25
整租·鸿坤原乡小镇 1室1厅 南,宝坻,京津新城,鸿坤原乡小镇,48.0,南,1室1厅1卫,600.0,12.5
整租·鸿坤原乡小镇 1室1厅 南,宝坻,京津新城,鸿坤原乡小镇,48.38,南,1室1厅1卫,600.0,12.4
整租·香江健康小镇荷风竹苑 1室0厅 南,宝坻,京津新城,香江健康小镇荷风竹苑,38.71,南,1室0厅1卫,500.0,12.92
整租·鸿坤原乡小镇 2室1厅 南/西北,宝坻,京津新城,鸿坤原乡小镇,90.0,南 西北,2室1厅1卫,700.0,7.78
整租·实地·海棠雅著 3室2厅 南/北,宝坻,京津新城,实地·海棠雅著,157.0,南 北,3室2厅3卫,1500.0,9.55
整租·恒大花溪小镇 3室2厅 南,宝坻,京津新城,恒大花溪小镇,100.31,南,3室2厅1卫,700.0,6.98
整租·鸿坤原乡小镇 3室1厅 南/北,宝坻,京津新城,鸿坤原乡小镇,90.0,南 北,3室1厅1卫,800.0,8.89
整租·上京嘉园 1室1厅 南,宝坻,京津新城,上京嘉园,58.0,南,1室1厅1卫,870.0,15.0
整租·实地·海棠雅著 3室2厅 南/北,宝坻,京津新城,实地·海棠雅著,85.0,南 北,3室2厅1卫,800.0,9.41
整租·鸿坤原乡小镇 4室2厅 南/北,宝坻,京津新城,鸿坤原乡小镇,125.68,南 北,4室2厅2卫,1100.0,8.75
整租·恒大花溪小镇 3室2厅 南,宝坻,京津新城,恒大花溪小镇,110.8,南,3室2厅1卫,600.0,5.42
整租·鸿坤原乡小镇 1室0厅 南,宝坻,京津新城,鸿坤原乡小镇,47.0,南,1室0厅1卫,600.0,12.77
整租·鸿坤原乡小镇 1室1厅 南,宝坻,京津新城,鸿坤原乡小镇,48.0,南,1室1厅1卫,600.0,12.5
整租·实地·海棠雅著 3室2厅 南,宝坻,京津新城,实地·海棠雅著,85.07,南,3室2厅1卫,800.0,9.4
整租·香江健康小镇玫瑰园 1室1厅 南/北,宝坻,京津新城,香江健康小镇玫瑰园,50.0,南 北,1室1厅1卫,700.0,14.0
整租·鸿坤原乡小镇 2室1厅 南/北,宝坻,京津新城,鸿坤原乡小镇,72.0,南 北,2室1厅1卫,700.0,9.72
整租·香江健康小镇郁金香园 2室1厅 南,宝坻,京津新城,香江健康小镇郁金香园,89.0,南,2室1厅1卫,800.0,8.99
整租·香江健康小镇丹桂园 3室2厅 南/北,宝坻,京津新城,香江健康小镇丹桂园,110.19,南 北,3室2厅2卫,800.0,7.26
整租·香江健康小镇棕榈园 2室1厅 南/北,宝坻,京津新城,香江健康小镇棕榈园,91.86,南 北,2室1厅1卫,630.0,6.86
整租·实地·海棠雅著 3室1厅 南/北,宝坻,京津新城,实地·海棠雅著,100.0,南 北,3室1厅2卫,1200.0,12.0
整租·融创中央学府西区 2室1厅 南,津南,海河教育园区,融创中央学府西区,90.0,南,2室1厅1卫,850.0,9.44
整租·融创中央学府西区 2室2厅 跃层 南,津南,海河教育园区,融创中央学府西区,97.72,南,2室2厅1卫,2000.0,20.47
整租·龙湖天璞 2室1厅 南/北,津南,海河教育园区,龙湖天璞,89.0,南 北,2室1厅1卫,2200.0,24.72
整租·雅居乐御宾府雅玥 3室2厅 南/西,津南,海河教育园区,雅居乐御宾府雅玥,121.69,南 西,3室2厅1卫,2500.0,20.54
整租·仁恒滨河湾 2室2厅 南,津南,海河教育园区,仁恒滨河湾,94.0,南,2室2厅1卫,2000.0,21.28
整租·融创中央学府西区 4室1厅 南,津南,海河教育园区,融创中央学府西区,130.0,南,4室1厅2卫,2500.0,19.23
整租·融创中央学府西区 2室1厅 南,津南,海河教育园区,融创中央学府西区,89.09,南,2室1厅1卫,1700.0,19.08
整租·文嘉花园 3室2厅 南/北,津南,海河教育园区,文嘉花园,129.87,南 北,3室2厅1卫,1500.0,11.55
整租·路劲赞成 3室2厅 南/北,津南,海河教育园区,路劲赞成,107.0,南 北,3室2厅2卫,2900.0,27.1
整租·融创中央学府东区 3室2厅 西南,津南,海河教育园区,融创中央学府东区,102.0,西南,3室2厅1卫,2500.0,24.51
整租·四季春晓 3室2厅 南/北,津南,海河教育园区,四季春晓,88.0,南 北,3室2厅1卫,2400.0,27.27
整租·融创中央学府西区 2室1厅 南,津南,海河教育园区,融创中央学府西区,90.0,南,2室1厅1卫,2000.0,22.22
整租·路劲赞成 3室1厅 南,津南,海河教育园区,路劲赞成,86.51,南,3室1厅1卫,2400.0,27.74
整租·龙湖樘樾 3室2厅 南/北,津南,海河教育园区,龙湖樘樾,88.95,南 北,3室2厅1卫,3200.0,35.98
整租·雅居乐御宾府雅玥 3室1厅 南/北,津南,海河教育园区,雅居乐御宾府雅玥,105.0,南 北,3室1厅1卫,2600.0,24.76
整租·仁恒滨河湾 2室1厅 南,津南,海河教育园区,仁恒滨河湾,80.0,南,2室1厅1卫,2000.0,25.0
整租·民畅园 2室1厅 西,红桥,西沽街,民畅园,61.0,西,2室1厅1卫,1600.0,26.23
整租·仁和里 2室1厅 南,红桥,西沽街,仁和里,70.0,南,2室1厅1卫,2000.0,28.57
整租·银泰公寓 1室1厅 南,红桥,西沽街,银泰公寓,77.2,南,1室1厅1卫,2000.0,25.91
整租·龙禧园 2室1厅 南,红桥,西沽街,龙禧园,80.0,南,2室1厅1卫,2200.0,27.5
整租·涟源里 2室1厅 南/北,红桥,西沽街,涟源里,70.84,南 北,2室1厅1卫,2000.0,28.23
整租·龙禧园 3室1厅 跃层 南/北,红桥,西沽街,龙禧园,142.95,南 北,3室1厅2卫,3000.0,20.99
整租·水木天成望汀园 4室1厅 南/北,红桥,西沽街,水木天成望汀园,160.0,南 北,4室1厅2卫,4800.0,30.0
整租·水木天成望汀园 3室2厅 南/北,红桥,西沽街,水木天成望汀园,140.0,南 北,3室2厅2卫,4500.0,32.14
整租·三江里 1室1厅 南/北,红桥,西沽街,三江里,45.63,南 北,1室1厅1卫,1200.0,26.3
整租·河怡花园 1室1厅 南/西北,红桥,西沽街,河怡花园,43.0,南 西北,1室1厅1卫,1500.0,34.88
整租·涟源里 1室1厅 西,红桥,西沽街,涟源里,42.41,西,1室1厅1卫,1400.0,33.01
整租·水木天成依湖园 3室1厅 南/北,红桥,西沽街,水木天成依湖园,104.0,南 北,3室1厅2卫,3100.0,29.81
整租·民畅园 1室1厅 东北,红桥,西沽街,民畅园,55.0,东北,1室1厅1卫,1500.0,27.27
整租·水木天成望汀园 2室1厅 南,红桥,西沽街,水木天成望汀园,104.82,南,2室1厅1卫,3200.0,30.53
整租·水木天成阁林园 2室2厅 南/北,红桥,西沽街,水木天成阁林园,92.42,南 北,2室2厅1卫,3100.0,33.54
