name,district,section,community,area,orientation,layout,rent,unit_rent
整租·高弘家苑 2室1厅 南,浦东,高行,高弘家苑,90.55,南,2室1厅1卫,6200.0,68.47
整租·东方城市华庭 2室2厅 南,浦东,高行,东方城市华庭,94.44,南,2室2厅1卫,6800.0,72.0
整租·光华绿苑 2室1厅 南/北,徐汇,华泾,光华绿苑,64.25,南 北,2室1厅1卫,4500.0,70.04
整租·馨宁公寓 2室1厅 南,徐汇,华泾,馨宁公寓,62.32,南,2室1厅1卫,5800.0,93.07
整租·东湾小区 1室1厅 南,徐汇,华泾,东湾小区,41.24,南,1室1厅1卫,3400.0,82.44
整租·漓江花园三期 3室2厅 南,徐汇,华泾,漓江花园三期,125.82,南,3室2厅1卫,15000.0,119.22
整租·馨宁公寓 1室1厅 南,徐汇,华泾,馨宁公寓,62.26,南,1室1厅1卫,5000.0,80.31
整租·华泾绿苑 2室1厅 南/北,徐汇,华泾,华泾绿苑,113.23,南 北,2室1厅1卫,6000.0,52.99
整租·东湾小区 2室1厅 南,徐汇,华泾,东湾小区,57.41,南,2室1厅1卫,4500.0,78.38
整租·光华绿苑 2室1厅 南,徐汇,华泾,光华绿苑,42.13,南,2室1厅1卫,4000.0,94.94
整租·金华新村(青浦) 3室2厅 南,青浦,金泽,金华新村(青浦),93.25,南,3室2厅2卫,2500.0,26.81
整租·观湖御景 3室2厅 南,青浦,金泽,观湖御景,90.3,南,3室2厅1卫,3300.0,36.54
整租·威尼斯花园 6室2厅 南/北,青浦,金泽,威尼斯花园,310.0,南 北,6室2厅3卫,12000.0,38.71
整租·威尼斯花园 4室3厅 东南,青浦,金泽,威尼斯花园,257.3,东南,4室3厅3卫,12000.0,46.64
整租·威尼斯花园 7室2厅 南,青浦,金泽,威尼斯花园,316.76,南,7室2厅7卫,15000.0,47.35
整租·威尼斯花园 7室2厅 南,青浦,金泽,威尼斯花园,322.22,南,7室2厅8卫,18000.0,55.86
整租·威尼斯花园 5室2厅 南,青浦,金泽,威尼斯花园,316.76,南,5室2厅3卫,12000.0,37.88
整租·海图公寓 3室1厅 南,青浦,金泽,海图公寓,128.76,南,3室1厅2卫,2500.0,19.42
整租·金华新村(青浦) 3室1厅 南,青浦,金泽,金华新村(青浦),83.22,南,3室1厅1卫,1600.0,19.23
整租·楠林水岸别墅 6室2厅 南,青浦,金泽,楠林水岸别墅,200.0,南,6室2厅6卫,6600.0,33.0
整租·国际华城 4室3厅 南/北,青浦,金泽,国际华城,255.52,南 北,4室3厅3卫,5900.0,23.09
整租·威尼斯花园 5室3厅 南,青浦,金泽,威尼斯花园,250.0,南,5室3厅5卫,15000.0,60.0
整租·金溪三村 3室2厅 南,青浦,金泽,金溪三村,110.36,南,3室2厅1卫,3800.0,34.43
整租·中鹰黑森林 2室2厅 南,普陀,万里,中鹰黑森林,134.6,南,2室2厅1卫,13500.0,100.3
整租·愉景华庭 1室1厅 南,普陀,万里,愉景华庭,65.58,南,1室1厅1卫,6300.0,96.07
整租·杨家桥小区(普陀) 1室1厅 错层 南,普陀,万里,杨家桥小区(普陀),53.91,南,1室1厅1卫,3700.0,68.63
整租·金鼎公寓(普陀) 2室2厅 南,普陀,万里,金鼎公寓(普陀),90.0,南,2室2厅1卫,5500.0,61.11
整租·万里真金苑 2室2厅 南,普陀,万里,万里真金苑,107.64,南,2室2厅1卫,6500.0,60.39
整租·杨家桥小区(普陀) 1室1厅 南,普陀,万里,杨家桥小区(普陀),43.84,南,1室1厅1卫,3600.0,82.12
整租·中环锦园 2室2厅 南,普陀,万里,中环锦园,105.49,南,2室2厅1卫,8000.0,75.84
整租·大华颐和华城 2室2厅 南,普陀,万里,大华颐和华城,105.0,南,2室2厅1卫,7000.0,66.67
整租·汇城公寓 1室1厅 南/北,嘉定,嘉定老城,汇城公寓,42.11,南 北,1室1厅1卫,1900.0,45.12
整租·绿洲丰怡园 2室1厅 南,嘉定,嘉定老城,绿洲丰怡园,68.0,南,2室1厅1卫,2700.0,39.71
整租·汇城公寓 2室1厅 南,嘉定,嘉定老城,汇城公寓,70.32,南,2室1厅1卫,2750.0,39.11
整租·汇龙公寓 2室1厅 南/北,嘉定,嘉定老城,汇龙公寓,76.82,南 北,2室1厅1卫,2600.0,33.85
整租·梅园新村(嘉定) 1室1厅 南,嘉定,嘉定老城,梅园新村(嘉定),49.0,南,1室1厅1卫,2600.0,53.06
整租·李园二村 2室1厅 南,嘉定,嘉定老城,李园二村,85.65,南,2室1厅1卫,3000.0,35.03
整租·绿洲丰怡园 1室1厅 南,嘉定,嘉定老城,绿洲丰怡园,86.67,南,1室1厅1卫,2500.0,28.85
整租·清河路177号 2室1厅 南,嘉定,嘉定老城,清河路177号,43.61,南,2室1厅1卫,1900.0,43.57
整租·恒城花苑 3室2厅 南,虹口,鲁迅公园,恒城花苑,118.62,南,3室2厅2卫,13800.0,116.34
整租·四达路166弄 1室0厅 南,虹口,鲁迅公园,四达路166弄,37.24,南,1室0厅1卫,4500.0,120.84
整租·机施公寓 1室1厅 南,虹口,鲁迅公园,机施公寓,50.75,南,1室1厅1卫,5200.0,102.46
整租·东体育会路77号 1室1厅 南,虹口,鲁迅公园,东体育会路77号,36.34,南,1室1厅1卫,4300.0,118.33
整租·欧阳小区 2室1厅 南,虹口,鲁迅公园,欧阳小区,62.28,南,2室1厅1卫,5800.0,93.13
整租·世博花园 1室1厅 南,虹口,鲁迅公园,世博花园,73.41,南,1室1厅1卫,9300.0,126.69
整租·欧阳名邸 2室1厅 南/北,虹口,鲁迅公园,欧阳名邸,106.32,南 北,2室1厅1卫,8800.0,82.77
整租·何家宅小区 1室1厅 南,虹口,鲁迅公园,何家宅小区,35.6,南,1室1厅1卫,3600.0,101.12
整租·莘南花苑一村 1室1厅 南,闵行,莘庄南广场,莘南花苑一村,51.41,南,1室1厅1卫,3800.0,73.92
整租·莘南花苑一村 3室1厅 南,闵行,莘庄南广场,莘南花苑一村,75.47,南,3室1厅1卫,4600.0,60.95
整租·莘南花苑一村 2室2厅 南/北,闵行,莘庄南广场,莘南花苑一村,75.47,南 北,2室2厅1卫,5000.0,66.25
整租·金都花好悦园 2室1厅 南,闵行,莘庄南广场,金都花好悦园,76.65,南,2室1厅1卫,4100.0,53.49
整租·银都新村(1至7区) 2室1厅 南,闵行,莘庄南广场,银都新村(1至7区),54.96,南,2室1厅1卫,4300.0,78.24
整租·东苑利景花苑 1室1厅 南,闵行,莘庄南广场,东苑利景花苑,52.56,南,1室1厅1卫,5300.0,100.84
整租·长寿新村(闵行) 1室1厅 南,闵行,莘庄南广场,长寿新村(闵行),37.5,南,1室1厅1卫,3700.0,98.67
整租·银都新村(1至7区) 1室1厅 南,闵行,莘庄南广场,银都新村(1至7区),42.56,南,1室1厅1卫,3800.0,89.29
整租·玲珑悦庭 1室1厅 南,浦东,临港新城,玲珑悦庭,50.0,南,1室1厅1卫,2800.0,56.0
整租·宜浩佳园北区 2室1厅 南,浦东,临港新城,宜浩佳园北区,88.0,南,2室1厅1卫,2400.0,27.27
整租·星瀚璟庭 3室2厅 南/北,浦东,临港新城,星瀚璟庭,98.89,南 北,3室2厅2卫,3100.0,31.35
整租·东宸源著 2室2厅 南,浦东,临港新城,东宸源著,77.65,南,2室2厅1卫,3300.0,42.5
整租·宜浩佳园南区 3室2厅 南,浦东,临港新城,宜浩佳园南区,109.44,南,3室2厅2卫,3500.0,31.98
整租·保利铃兰公馆 4室2厅 南/北,浦东,临港新城,保利铃兰公馆,139.54,南 北,4室2厅2卫,5200.0,37.27
整租·玲珑悦庭 1室1厅 南,浦东,临港新城,玲珑悦庭,52.95,南,1室1厅1卫,2800.0,52.88
整租·滴水湖馨苑二期 3室2厅 南,浦东,临港新城,滴水湖馨苑二期,184.38,南,3室2厅2卫,6000.0,32.54
整租·中山润园 2室2厅 南,普陀,武宁,中山润园,99.44,南,2室2厅1卫,14500.0,145.82
整租·曹家巷小区 1室1厅 南,普陀,武宁,曹家巷小区,38.48,南,1室1厅1卫,4500.0,116.94
整租·曹家巷小区 2室1厅 南/北,普陀,武宁,曹家巷小区,47.29,南 北,2室1厅1卫,4500.0,95.16
整租·普雄馨苑 2室0厅 南,普陀,武宁,普雄馨苑,69.86,南,2室0厅1卫,6600.0,94.47
整租·江南名庐 1室1厅 南,普陀,武宁,江南名庐,57.49,南,1室1厅1卫,7500.0,130.46
整租·江南名庐 2室2厅 南,普陀,武宁,江南名庐,103.88,南,2室2厅1卫,9900.0,95.3
整租·新湖明珠城三四期 2室2厅 南,普陀,武宁,新湖明珠城三四期,107.75,南,2室2厅1卫,12000.0,111.37
整租·曹家巷小区 2室1厅 南,普陀,武宁,曹家巷小区,51.56,南,2室1厅1卫,5800.0,112.49
整租·华实佳苑 1室1厅 南,浦东,惠南,华实佳苑,65.0,南,1室1厅1卫,2300.0,35.38
整租·听潮四村 2室1厅 南,浦东,惠南,听潮四村,57.85,南,2室1厅1卫,1950.0,33.71
整租·民乐城建欣苑西苑 2室1厅 南,浦东,惠南,民乐城建欣苑西苑,77.75,南,2室1厅1卫,3200.0,41.16
整租·东方听潮豪园 3室2厅 南,浦东,惠南,东方听潮豪园,145.41,南,3室2厅2卫,4500.0,30.95
整租·西北新村 2室2厅 南,浦东,惠南,西北新村,96.52,南,2室2厅1卫,2800.0,29.01
整租·宣桥枫庭 2室2厅 南/北,浦东,惠南,宣桥枫庭,85.0,南 北,2室2厅2卫,3500.0,41.18
整租·惠康苑 2室1厅 南/北,浦东,惠南,惠康苑,79.44,南 北,2室1厅1卫,2900.0,36.51
整租·海曲雅苑 2室2厅 南,浦东,惠南,海曲雅苑,84.65,南,2室2厅1卫,3500.0,41.35
整租·东城花苑二村 4室2厅 南,浦东,惠南,东城花苑二村,158.79,南,4室2厅2卫,4800.0,30.23
整租·宣桥枫庭 2室2厅 南,浦东,惠南,宣桥枫庭,69.4,南,2室2厅1卫,2800.0,40.35
整租·民乐城锦园 2室1厅 南/北,浦东,惠南,民乐城锦园,85.1,南 北,2室1厅1卫,3200.0,37.6
整租·新凤凰城 2室2厅 南,浦东,惠南,新凤凰城,134.41,南,2室2厅1卫,3600.0,26.78
整租·盘古天地 4室2厅 南,嘉定,嘉定新城,盘古天地,143.0,南,4室2厅2卫,4800.0,33.57
整租·保利家园北区 3室1厅 南,嘉定,嘉定新城,保利家园北区,89.14,南,3室1厅1卫,3700.0,41.51
整租·新城金郡1518弄 2室2厅 南,嘉定,嘉定新城,新城金郡1518弄,83.55,南,2室2厅1卫,4357.0,52.15
整租·金地峯汇 3室2厅 南/北,嘉定,嘉定新城,金地峯汇,101.32,南 北,3室2厅2卫,6600.0,65.14
整租·新城香溢澜庭 2室1厅 南,嘉定,嘉定新城,新城香溢澜庭,40.0,南,2室1厅1卫,3000.0,75.0
整租·合景理想家 2室1厅 南,嘉定,嘉定新城,合景理想家,57.14,南,2室1厅1卫,3600.0,63.0
整租·嘉宝梦之星 3室1厅 南/北,嘉定,嘉定新城,嘉宝梦之星,89.43,南 北,3室1厅1卫,6000.0,67.09
整租·旭辉华庭（住宅） 2室1厅 南,嘉定,嘉定新城,旭辉华庭（住宅）,75.0,南,2室1厅1卫,4700.0,62.67
整租·齐二小区 2室1厅 南,浦东,世博,齐二小区,56.69,南,2室1厅1卫,4500.0,79.38
整租·上钢九村 2室1厅 东南,浦东,世博,上钢九村,38.9,东南,2室1厅1卫,4000.0,102.83
整租·上钢八村 2室1厅 南,浦东,世博,上钢八村,45.06,南,2室1厅1卫,4250.0,94.32
整租·济阳二村 2室1厅 南,浦东,世博,济阳二村,58.2,南,2室1厅1卫,4250.0,73.02
整租·六里二村 1室1厅 南,浦东,世博,六里二村,36.72,南,1室1厅1卫,4400.0,119.83
整租·上南五村 2室2厅 南,浦东,世博,上南五村,107.99,南,2室2厅1卫,8000.0,74.08
整租·紫竹馨苑 2室2厅 南,浦东,世博,紫竹馨苑,89.31,南,2室2厅1卫,7200.0,80.62
整租·雪野家园(公寓) 2室2厅 南,浦东,世博,雪野家园(公寓),87.32,南,2室2厅1卫,9800.0,112.23
整租·丽景新苑 2室1厅 南,嘉定,丰庄,丽景新苑,60.98,南,2室1厅1卫,5500.0,90.19
整租·嘉秀坊 1室1厅 南,嘉定,丰庄,嘉秀坊,47.55,南,1室1厅1卫,4200.0,88.33
整租·丰庄十二街坊 1室1厅 南,嘉定,丰庄,丰庄十二街坊,48.77,南,1室1厅1卫,3700.0,75.87
整租·嘉尚坊 2室2厅 南,嘉定,丰庄,嘉尚坊,98.0,南,2室2厅1卫,6200.0,63.27
整租·嘉和坊 2室1厅 南/北,嘉定,丰庄,嘉和坊,77.79,南 北,2室1厅1卫,5000.0,64.28
整租·嘉善坊 3室1厅 南/北,嘉定,丰庄,嘉善坊,76.87,南 北,3室1厅1卫,6400.0,83.26
整租·金祥坊 1室1厅 南,嘉定,丰庄,金祥坊,50.71,南,1室1厅1卫,4300.0,84.8
整租·丰庄十二街坊 2室1厅 南,嘉定,丰庄,丰庄十二街坊,57.71,南,2室1厅1卫,4700.0,81.44
整租·港城新苑 2室2厅 南/北,浦东,外高桥,港城新苑,83.44,南 北,2室2厅1卫,5200.0,62.32
整租·学前二村 2室1厅 南,浦东,外高桥,学前二村,65.03,南,2室1厅1卫,4800.0,73.81
整租·潼港二村 2室1厅 南,浦东,外高桥,潼港二村,74.32,南,2室1厅1卫,3800.0,51.13
整租·同清苑 2室1厅 南/北,浦东,外高桥,同清苑,81.07,南 北,2室1厅1卫,4800.0,59.21
整租·大同路485号 1室1厅 南,浦东,外高桥,大同路485号,50.18,南,1室1厅1卫,3500.0,69.75
整租·潼港西八村 2室2厅 南,浦东,外高桥,潼港西八村,91.88,南,2室2厅1卫,4500.0,48.98
整租·富特三村 2室1厅 南,浦东,外高桥,富特三村,60.6,南,2室1厅1卫,3700.0,61.06
整租·潼港八村 1室1厅 南,浦东,外高桥,潼港八村,44.09,南,1室1厅1卫,3200.0,72.58
整租·高行绿洲(一期) 3室1厅 南,浦东,高行,高行绿洲(一期),78.0,南,3室1厅1卫,5300.0,67.95
整租·高行绿洲(五期) 1室1厅 南,浦东,高行,高行绿洲(五期),54.0,南,1室1厅1卫,3900.0,72.22
整租·汇郡海棠苑 3室1厅 南,浦东,高行,汇郡海棠苑,83.44,南,3室1厅1卫,6000.0,71.91
整租·浦江东旭公寓(669弄110-124号) 3室2厅 南,浦东,高行,浦江东旭公寓(669弄110-124号),103.67,南,3室2厅1卫,7500.0,72.34
整租·高行绿洲(一期) 1室1厅 南,浦东,高行,高行绿洲(一期),63.0,南,1室1厅1卫,4400.0,69.84
整租·高行绿洲(五期) 2室1厅 南,浦东,高行,高行绿洲(五期),74.09,南,2室1厅1卫,4800.0,64.79
整租·幸福小镇 1室1厅 南,浦东,高行,幸福小镇,54.44,南,1室1厅1卫,4600.0,84.5
整租·东沟七村 3室1厅 南,浦东,高行,东沟七村,73.31,南,3室1厅1卫,4500.0,61.38
整租·上海康城 2室2厅 南,闵行,莘闵别墅,上海康城,98.16,南,2室2厅2卫,5300.0,53.99
整租·金地都会艺境(松江) 3室2厅 南,松江,莘闵别墅,金地都会艺境(松江),90.0,南,3室2厅1卫,5200.0,57.78
整租·新弘国际城(公寓) 2室2厅 南/北,松江,莘闵别墅,新弘国际城(公寓),89.5,南 北,2室2厅1卫,4500.0,50.28
整租·新弘国际城(公寓) 3室2厅 南,松江,莘闵别墅,新弘国际城(公寓),88.79,南,3室2厅1卫,4800.0,54.06
整租·荣盛名邸(公寓) 2室2厅 南,松江,莘闵别墅,荣盛名邸(公寓),88.06,南,2室2厅1卫,4500.0,51.1
整租·绿洲香岛花园 3室2厅 南/北,松江,莘闵别墅,绿洲香岛花园,151.28,南 北,3室2厅2卫,7700.0,50.9
整租·象屿上海年华2期 3室2厅 南,松江,莘闵别墅,象屿上海年华2期,105.38,南,3室2厅2卫,6600.0,62.63
整租·象屿上海年华 2室2厅 南/北,松江,莘闵别墅,象屿上海年华,80.25,南 北,2室2厅1卫,4600.0,57.32
整租·汇城公寓 3室2厅 南,嘉定,嘉定老城,汇城公寓,85.21,南,3室2厅2卫,2500.0,29.34
整租·南苑一村 2室1厅 南,嘉定,嘉定老城,南苑一村,79.23,南,2室1厅1卫,2200.0,27.77
整租·绿洲丰怡园 1室1厅 南,嘉定,嘉定老城,绿洲丰怡园,65.0,南,1室1厅1卫,2400.0,36.92
整租·李园二村 1室1厅 南,嘉定,嘉定老城,李园二村,44.57,南,1室1厅1卫,2100.0,47.12
整租·叶城五街坊 3室2厅 南/北,嘉定,嘉定老城,叶城五街坊,122.49,南 北,3室2厅2卫,3700.0,30.21
整租·城中路112弄 2室1厅 南,嘉定,嘉定老城,城中路112弄,58.06,南,2室1厅1卫,2100.0,36.17
整租·南苑六村 2室1厅 南,嘉定,嘉定老城,南苑六村,71.99,南,2室1厅1卫,2350.0,32.64
整租·秋霞公寓 3室2厅 南,嘉定,嘉定老城,秋霞公寓,130.76,南,3室2厅2卫,3700.0,28.3
整租·何家宅小区 1室1厅 南,虹口,鲁迅公园,何家宅小区,35.6,南,1室1厅1卫,3600.0,101.12
整租·融创·青雲壹号 3室2厅 南,虹口,鲁迅公园,融创·青雲壹号,147.0,南,3室2厅2卫,24500.0,166.67
整租·欧阳名邸 2室1厅 南/北,虹口,鲁迅公园,欧阳名邸,106.32,南 北,2室1厅1卫,8800.0,82.77
整租·恒城花苑 3室2厅 南,虹口,鲁迅公园,恒城花苑,118.62,南,3室2厅2卫,13800.0,116.34
整租·祥德新苑 2室1厅 南,虹口,鲁迅公园,祥德新苑,50.82,南,2室1厅1卫,5200.0,102.32
整租·何家宅小区 1室0厅 南,虹口,鲁迅公园,何家宅小区,29.32,南,1室0厅1卫,4300.0,146.66
整租·祥德新苑 2室0厅 东南,虹口,鲁迅公园,祥德新苑,45.9,东南,2室0厅1卫,5000.0,108.93
整租·四达路25弄 1室1厅 南,虹口,鲁迅公园,四达路25弄,35.14,南,1室1厅1卫,4300.0,122.37
整租·银都新村(1至7区) 1室1厅 南,闵行,莘庄南广场,银都新村(1至7区),44.0,南,1室1厅1卫,3000.0,68.18
整租·莘南花苑一村 2室2厅 南/北,闵行,莘庄南广场,莘南花苑一村,75.47,南 北,2室2厅1卫,5000.0,66.25
整租·金都花好悦园 2室1厅 南,闵行,莘庄南广场,金都花好悦园,76.65,南,2室1厅1卫,4100.0,53.49
整租·TODTOWN天荟 3室2厅 南,闵行,莘庄南广场,TODTOWN天荟,177.62,南,3室2厅3卫,18800.0,105.84
整租·团结花苑 2室2厅 南,闵行,莘庄南广场,团结花苑,90.41,南,2室2厅1卫,3200.0,35.39
整租·新申花城茉莉苑 1室1厅 南,闵行,莘庄南广场,新申花城茉莉苑,52.14,南,1室1厅1卫,3950.0,75.76
整租·莘浜路157弄 2室1厅 南,闵行,莘庄南广场,莘浜路157弄,56.02,南,2室1厅1卫,4380.0,78.19
整租·万科假日风景99弄 3室2厅 南,闵行,莘庄南广场,万科假日风景99弄,114.09,南,3室2厅1卫,8100.0,71.0
整租·绿地东岸涟城 4室2厅 南/北,浦东,临港新城,绿地东岸涟城,196.33,南 北,4室2厅3卫,5800.0,29.54
整租·万科金域澜湾 2室2厅 南/北,浦东,临港新城,万科金域澜湾,75.42,南 北,2室2厅1卫,3200.0,42.43
整租·大名城映晖 3室2厅 南/北,浦东,临港新城,大名城映晖,130.0,南 北,3室2厅2卫,4100.0,31.54
整租·绿地东岸涟城 2室1厅 东南/南/西南,浦东,临港新城,绿地东岸涟城,74.46,东南 南 西南,2室1厅1卫,2500.0,33.58
整租·宜浩佳园北区 2室2厅 南/北,浦东,临港新城,宜浩佳园北区,88.25,南 北,2室2厅1卫,2600.0,29.46
整租·保利铃兰公馆 4室2厅 复式 南/北,浦东,临港新城,保利铃兰公馆,130.0,南 北,4室2厅2卫,6800.0,52.31
整租·玲珑悦庭 1室1厅 东/东南,浦东,临港新城,玲珑悦庭,61.33,东 东南,1室1厅1卫,3000.0,48.92
整租·绿地临港家园（海洋小区） 3室2厅 南/北,浦东,临港新城,绿地临港家园（海洋小区）,126.5,南 北,3室2厅2卫,4200.0,33.2
整租·蔷薇新村(春申路1581弄) 3室1厅 南,闵行,春申,蔷薇新村(春申路1581弄),84.52,南,3室1厅1卫,4500.0,53.24
整租·春申景城湖畔林语 2室2厅 南,闵行,春申,春申景城湖畔林语,93.31,南,2室2厅1卫,7100.0,76.09
整租·常兴家园 1室1厅 南,闵行,春申,常兴家园,54.0,南,1室1厅1卫,3600.0,66.67
整租·银香苑 1室1厅 南,闵行,春申,银香苑,60.0,南,1室1厅1卫,5000.0,83.33
整租·银香苑 2室1厅 南,闵行,春申,银香苑,86.9,南,2室1厅1卫,6300.0,72.5
整租·高兴花园一街坊 2室1厅 南,闵行,春申,高兴花园一街坊,41.97,南,2室1厅1卫,3200.0,76.24
整租·银泰苑 2室2厅 南/北,闵行,春申,银泰苑,85.73,南 北,2室2厅1卫,5300.0,61.82
整租·景香苑 2室2厅 南,闵行,春申,景香苑,94.0,南,2室2厅1卫,6500.0,69.15
整租·锦绣汇丽苑 3室1厅 南,浦东,惠南,锦绣汇丽苑,66.0,南,3室1厅1卫,1800.0,27.27
整租·彩虹雅苑 2室1厅 南,浦东,惠南,彩虹雅苑,81.39,南,2室1厅1卫,2700.0,33.17
整租·甬申金地城 2室1厅 南/北,浦东,惠南,甬申金地城,82.24,南 北,2室1厅1卫,3600.0,43.77
整租·远洋万和四季 3室2厅 南,浦东,惠南,远洋万和四季,90.46,南,3室2厅1卫,3200.0,35.37
整租·听潮四村 2室1厅 南,浦东,惠南,听潮四村,57.85,南,2室1厅1卫,1950.0,33.71
整租·东方听潮豪园 3室2厅 南,浦东,惠南,东方听潮豪园,130.0,南,3室2厅2卫,3200.0,24.62
整租·新凤凰城 2室2厅 南,浦东,惠南,新凤凰城,134.41,南,2室2厅1卫,3600.0,26.78
整租·西南新村 2室1厅 南,浦东,惠南,西南新村,67.63,南,2室1厅1卫,1900.0,28.09
整租·荡湾新村 2室1厅 南,浦东,惠南,荡湾新村,58.01,南,2室1厅1卫,2500.0,43.1
整租·德盈佳园 3室1厅 东南,浦东,惠南,德盈佳园,130.36,东南,3室1厅1卫,3500.0,26.85
